GLEntryID,PostingDate,AccountID,Debit,Credit,VoucherType,VoucherNumber,SourceDocumentType,SourceDocumentID,SourceLineID,CostCenterID,Description,CreatedByEmployeeID,CreatedDate,FiscalYear,FiscalPeriod
184340,2026-06-10,2,1079.85,0.0,CashReceipt,CR-2026-005927,CashReceipt,5927,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184342,2026-06-12,2,8230.4,0.0,CashReceipt,CR-2026-005928,CashReceipt,5928,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184344,2026-06-13,2,6302.0,0.0,CashReceipt,CR-2026-005929,CashReceipt,5929,,,Record cash receipt,11,2026-06-13 12:00:00,2026,6
184346,2026-06-10,2,2058.56,0.0,CashReceipt,CR-2026-005930,CashReceipt,5930,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184348,2026-06-14,2,11388.14,0.0,CashReceipt,CR-2026-005931,CashReceipt,5931,,,Record cash receipt,98,2026-06-14 12:00:00,2026,6
184350,2026-06-12,2,2568.99,0.0,CashReceipt,CR-2026-005932,CashReceipt,5932,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184352,2026-06-10,2,1249.05,0.0,CashReceipt,CR-2026-005933,CashReceipt,5933,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184354,2026-06-18,2,7853.57,0.0,CashReceipt,CR-2026-005934,CashReceipt,5934,,,Record cash receipt,98,2026-06-18 12:00:00,2026,6
184356,2026-06-14,2,6510.91,0.0,CashReceipt,CR-2026-005935,CashReceipt,5935,,,Record cash receipt,115,2026-06-14 12:00:00,2026,6
184358,2026-06-17,2,21453.86,0.0,CashReceipt,CR-2026-005936,CashReceipt,5936,,,Record cash receipt,11,2026-06-17 12:00:00,2026,6
184360,2026-06-17,2,9911.87,0.0,CashReceipt,CR-2026-005937,CashReceipt,5937,,,Record cash receipt,98,2026-06-17 12:00:00,2026,6
184362,2026-06-10,2,11872.26,0.0,CashReceipt,CR-2026-005938,CashReceipt,5938,,,Record cash receipt,98,2026-06-10 12:00:00,2026,6
184364,2026-06-12,2,5564.15,0.0,CashReceipt,CR-2026-005939,CashReceipt,5939,,,Record cash receipt,115,2026-06-12 12:00:00,2026,6
184366,2026-06-20,2,10584.98,0.0,CashReceipt,CR-2026-005940,CashReceipt,5940,,,Record cash receipt,115,2026-06-20 12:00:00,2026,6
184368,2026-06-14,2,39017.77,0.0,CashReceipt,CR-2026-005941,CashReceipt,5941,,,Record cash receipt,11,2026-06-14 12:00:00,2026,6
184370,2026-06-13,2,18381.83,0.0,CashReceipt,CR-2026-005942,CashReceipt,5942,,,Record cash receipt,98,2026-06-13 12:00:00,2026,6
184372,2026-06-09,2,7340.73,0.0,CashReceipt,CR-2026-005943,CashReceipt,5943,,,Record cash receipt,115,2026-06-09 12:00:00,2026,6
184374,2026-06-10,2,9387.66,0.0,CashReceipt,CR-2026-005944,CashReceipt,5944,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184376,2026-06-10,2,17665.94,0.0,CashReceipt,CR-2026-005945,CashReceipt,5945,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184378,2026-06-14,2,2978.72,0.0,CashReceipt,CR-2026-005946,CashReceipt,5946,,,Record cash receipt,11,2026-06-14 12:00:00,2026,6
184380,2026-06-16,2,25143.85,0.0,CashReceipt,CR-2026-005947,CashReceipt,5947,,,Record cash receipt,98,2026-06-16 12:00:00,2026,6
184382,2026-06-19,2,10918.07,0.0,CashReceipt,CR-2026-005948,CashReceipt,5948,,,Record cash receipt,115,2026-06-19 12:00:00,2026,6
184384,2026-06-18,2,929.05,0.0,CashReceipt,CR-2026-005949,CashReceipt,5949,,,Record cash receipt,11,2026-06-18 12:00:00,2026,6
184386,2026-06-10,2,7182.5,0.0,CashReceipt,CR-2026-005950,CashReceipt,5950,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184388,2026-06-10,2,6858.56,0.0,CashReceipt,CR-2026-005951,CashReceipt,5951,,,Record cash receipt,98,2026-06-10 12:00:00,2026,6
184390,2026-06-14,2,8617.15,0.0,CashReceipt,CR-2026-005952,CashReceipt,5952,,,Record cash receipt,11,2026-06-14 12:00:00,2026,6
184392,2026-06-13,2,26886.75,0.0,CashReceipt,CR-2026-005953,CashReceipt,5953,,,Record cash receipt,11,2026-06-13 12:00:00,2026,6
184394,2026-06-20,2,18241.41,0.0,CashReceipt,CR-2026-005954,CashReceipt,5954,,,Record cash receipt,115,2026-06-20 12:00:00,2026,6
184396,2026-06-14,2,16268.27,0.0,CashReceipt,CR-2026-005955,CashReceipt,5955,,,Record cash receipt,98,2026-06-14 12:00:00,2026,6
184398,2026-06-14,2,142.15,0.0,CashReceipt,CR-2026-005956,CashReceipt,5956,,,Record cash receipt,98,2026-06-14 12:00:00,2026,6
184400,2026-06-12,2,4325.25,0.0,CashReceipt,CR-2026-005957,CashReceipt,5957,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184402,2026-06-07,2,374.26,0.0,CashReceipt,CR-2026-005958,CashReceipt,5958,,,Record cash receipt,98,2026-06-07 12:00:00,2026,6
184404,2026-06-09,2,7036.76,0.0,CashReceipt,CR-2026-005959,CashReceipt,5959,,,Record cash receipt,98,2026-06-09 12:00:00,2026,6
184406,2026-06-16,2,5448.66,0.0,CashReceipt,CR-2026-005960,CashReceipt,5960,,,Record cash receipt,115,2026-06-16 12:00:00,2026,6
184408,2026-06-10,2,3924.02,0.0,CashReceipt,CR-2026-005961,CashReceipt,5961,,,Record cash receipt,98,2026-06-10 12:00:00,2026,6
184410,2026-06-13,2,3371.44,0.0,CashReceipt,CR-2026-005962,CashReceipt,5962,,,Record cash receipt,11,2026-06-13 12:00:00,2026,6
184412,2026-06-12,2,7700.46,0.0,CashReceipt,CR-2026-005963,CashReceipt,5963,,,Record cash receipt,11,2026-06-12 12:00:00,2026,6
184414,2026-06-06,2,3511.63,0.0,CashReceipt,CR-2026-005964,CashReceipt,5964,,,Record cash receipt,98,2026-06-06 12:00:00,2026,6
184416,2026-06-14,2,5587.04,0.0,CashReceipt,CR-2026-005965,CashReceipt,5965,,,Record cash receipt,115,2026-06-14 12:00:00,2026,6
184418,2026-06-13,2,2333.18,0.0,CashReceipt,CR-2026-005966,CashReceipt,5966,,,Record cash receipt,98,2026-06-13 12:00:00,2026,6
184420,2026-06-11,2,2495.34,0.0,CashReceipt,CR-2026-005967,CashReceipt,5967,,,Record cash receipt,98,2026-06-11 12:00:00,2026,6
184422,2026-06-12,2,3156.99,0.0,CashReceipt,CR-2026-005968,CashReceipt,5968,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184424,2026-06-14,2,16965.65,0.0,CashReceipt,CR-2026-005969,CashReceipt,5969,,,Record cash receipt,98,2026-06-14 12:00:00,2026,6
184426,2026-06-20,2,2923.36,0.0,CashReceipt,CR-2026-005970,CashReceipt,5970,,,Record cash receipt,98,2026-06-20 12:00:00,2026,6
184428,2026-06-14,2,50166.65,0.0,CashReceipt,CR-2026-005971,CashReceipt,5971,,,Record cash receipt,98,2026-06-14 12:00:00,2026,6
184430,2026-06-14,2,4509.26,0.0,CashReceipt,CR-2026-005972,CashReceipt,5972,,,Record cash receipt,115,2026-06-14 12:00:00,2026,6
184432,2026-06-19,2,4201.45,0.0,CashReceipt,CR-2026-005973,CashReceipt,5973,,,Record cash receipt,115,2026-06-19 12:00:00,2026,6
184434,2026-06-07,2,12.72,0.0,CashReceipt,CR-2026-005974,CashReceipt,5974,,,Record cash receipt,115,2026-06-07 12:00:00,2026,6
184436,2026-06-11,2,21348.09,0.0,CashReceipt,CR-2026-005975,CashReceipt,5975,,,Record cash receipt,11,2026-06-11 12:00:00,2026,6
184438,2026-06-11,2,495.08,0.0,CashReceipt,CR-2026-005976,CashReceipt,5976,,,Record cash receipt,11,2026-06-11 12:00:00,2026,6
184440,2026-06-12,2,5383.43,0.0,CashReceipt,CR-2026-005977,CashReceipt,5977,,,Record cash receipt,11,2026-06-12 12:00:00,2026,6
184442,2026-06-24,2,993.06,0.0,CashReceipt,CR-2026-005978,CashReceipt,5978,,,Record cash receipt,11,2026-06-24 12:00:00,2026,6
184444,2026-06-14,2,967.28,0.0,CashReceipt,CR-2026-005979,CashReceipt,5979,,,Record cash receipt,98,2026-06-14 12:00:00,2026,6
184446,2026-06-09,2,8068.9,0.0,CashReceipt,CR-2026-005980,CashReceipt,5980,,,Record cash receipt,115,2026-06-09 12:00:00,2026,6
184448,2026-06-07,2,29.75,0.0,CashReceipt,CR-2026-005981,CashReceipt,5981,,,Record cash receipt,98,2026-06-07 12:00:00,2026,6
184450,2026-06-13,2,5945.9,0.0,CashReceipt,CR-2026-005982,CashReceipt,5982,,,Record cash receipt,11,2026-06-13 12:00:00,2026,6
184452,2026-06-10,2,2109.55,0.0,CashReceipt,CR-2026-005983,CashReceipt,5983,,,Record cash receipt,11,2026-06-10 12:00:00,2026,6
184454,2026-06-03,2,2169.52,0.0,CashReceipt,CR-2026-005984,CashReceipt,5984,,,Record cash receipt,115,2026-06-03 12:00:00,2026,6
184456,2026-06-18,2,12046.16,0.0,CashReceipt,CR-2026-005985,CashReceipt,5985,,,Record cash receipt,98,2026-06-18 12:00:00,2026,6
184458,2026-06-09,2,207.84,0.0,CashReceipt,CR-2026-005986,CashReceipt,5986,,,Record cash receipt,115,2026-06-09 12:00:00,2026,6
184460,2026-06-12,2,2205.3,0.0,CashReceipt,CR-2026-005987,CashReceipt,5987,,,Record cash receipt,115,2026-06-12 12:00:00,2026,6
184462,2026-06-17,2,28583.7,0.0,CashReceipt,CR-2026-005988,CashReceipt,5988,,,Record cash receipt,11,2026-06-17 12:00:00,2026,6
184464,2026-06-04,2,949.77,0.0,CashReceipt,CR-2026-005989,CashReceipt,5989,,,Record cash receipt,115,2026-06-04 12:00:00,2026,6
184466,2026-06-10,2,5002.41,0.0,CashReceipt,CR-2026-005990,CashReceipt,5990,,,Record cash receipt,98,2026-06-10 12:00:00,2026,6
184468,2026-06-12,2,23016.35,0.0,CashReceipt,CR-2026-005991,CashReceipt,5991,,,Record cash receipt,115,2026-06-12 12:00:00,2026,6
184470,2026-06-11,2,7875.3,0.0,CashReceipt,CR-2026-005992,CashReceipt,5992,,,Record cash receipt,98,2026-06-11 12:00:00,2026,6
184472,2026-06-09,2,4692.64,0.0,CashReceipt,CR-2026-005993,CashReceipt,5993,,,Record cash receipt,115,2026-06-09 12:00:00,2026,6
184474,2026-06-12,2,9504.89,0.0,CashReceipt,CR-2026-005994,CashReceipt,5994,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184476,2026-06-13,2,1999.2,0.0,CashReceipt,CR-2026-005995,CashReceipt,5995,,,Record cash receipt,115,2026-06-13 12:00:00,2026,6
184478,2026-06-05,2,0.55,0.0,CashReceipt,CR-2026-005996,CashReceipt,5996,,,Record cash receipt,98,2026-06-05 12:00:00,2026,6
184480,2026-06-07,2,0.01,0.0,CashReceipt,CR-2026-005997,CashReceipt,5997,,,Record cash receipt,115,2026-06-07 12:00:00,2026,6
184482,2026-06-12,2,53778.72,0.0,CashReceipt,CR-2026-005998,CashReceipt,5998,,,Record cash receipt,115,2026-06-12 12:00:00,2026,6
184484,2026-06-07,2,7621.79,0.0,CashReceipt,CR-2026-005999,CashReceipt,5999,,,Record cash receipt,98,2026-06-07 12:00:00,2026,6
184486,2026-06-10,2,12192.07,0.0,CashReceipt,CR-2026-006000,CashReceipt,6000,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184488,2026-06-23,2,4080.03,0.0,CashReceipt,CR-2026-006001,CashReceipt,6001,,,Record cash receipt,98,2026-06-23 12:00:00,2026,6
184490,2026-06-11,2,5377.56,0.0,CashReceipt,CR-2026-006002,CashReceipt,6002,,,Record cash receipt,11,2026-06-11 12:00:00,2026,6
184492,2026-06-14,2,10324.88,0.0,CashReceipt,CR-2026-006003,CashReceipt,6003,,,Record cash receipt,115,2026-06-14 12:00:00,2026,6
184494,2026-06-10,2,12374.62,0.0,CashReceipt,CR-2026-006004,CashReceipt,6004,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184496,2026-06-10,2,2149.13,0.0,CashReceipt,CR-2026-006005,CashReceipt,6005,,,Record cash receipt,11,2026-06-10 12:00:00,2026,6
184498,2026-06-11,2,12340.06,0.0,CashReceipt,CR-2026-006006,CashReceipt,6006,,,Record cash receipt,98,2026-06-11 12:00:00,2026,6
184500,2026-06-18,2,58977.37,0.0,CashReceipt,CR-2026-006007,CashReceipt,6007,,,Record cash receipt,115,2026-06-18 12:00:00,2026,6
184502,2026-06-07,2,36.36,0.0,CashReceipt,CR-2026-006008,CashReceipt,6008,,,Record cash receipt,11,2026-06-07 12:00:00,2026,6
184504,2026-06-19,2,2868.39,0.0,CashReceipt,CR-2026-006009,CashReceipt,6009,,,Record cash receipt,98,2026-06-19 12:00:00,2026,6
184506,2026-06-12,2,20905.93,0.0,CashReceipt,CR-2026-006010,CashReceipt,6010,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184508,2026-06-16,2,2571.9,0.0,CashReceipt,CR-2026-006011,CashReceipt,6011,,,Record cash receipt,11,2026-06-16 12:00:00,2026,6
184510,2026-06-14,2,3076.25,0.0,CashReceipt,CR-2026-006012,CashReceipt,6012,,,Record cash receipt,98,2026-06-14 12:00:00,2026,6
184512,2026-06-04,2,844.79,0.0,CashReceipt,CR-2026-006013,CashReceipt,6013,,,Record cash receipt,115,2026-06-04 12:00:00,2026,6
184514,2026-06-23,2,11343.51,0.0,CashReceipt,CR-2026-006014,CashReceipt,6014,,,Record cash receipt,115,2026-06-23 12:00:00,2026,6
184516,2026-06-10,2,38420.13,0.0,CashReceipt,CR-2026-006015,CashReceipt,6015,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184518,2026-06-12,2,1508.53,0.0,CashReceipt,CR-2026-006016,CashReceipt,6016,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184520,2026-06-12,2,46214.52,0.0,CashReceipt,CR-2026-006017,CashReceipt,6017,,,Record cash receipt,11,2026-06-12 12:00:00,2026,6
184522,2026-06-12,2,7046.5,0.0,CashReceipt,CR-2026-006018,CashReceipt,6018,,,Record cash receipt,115,2026-06-12 12:00:00,2026,6
184524,2026-06-12,2,2414.85,0.0,CashReceipt,CR-2026-006019,CashReceipt,6019,,,Record cash receipt,115,2026-06-12 12:00:00,2026,6
184526,2026-06-18,2,12294.24,0.0,CashReceipt,CR-2026-006020,CashReceipt,6020,,,Record cash receipt,98,2026-06-18 12:00:00,2026,6
184528,2026-06-17,2,9829.03,0.0,CashReceipt,CR-2026-006021,CashReceipt,6021,,,Record cash receipt,115,2026-06-17 12:00:00,2026,6
184530,2026-06-24,2,330.67,0.0,CashReceipt,CR-2026-006022,CashReceipt,6022,,,Record cash receipt,98,2026-06-24 12:00:00,2026,6
184532,2026-06-10,2,1212.16,0.0,CashReceipt,CR-2026-006023,CashReceipt,6023,,,Record cash receipt,11,2026-06-10 12:00:00,2026,6
184534,2026-06-10,2,35912.86,0.0,CashReceipt,CR-2026-006024,CashReceipt,6024,,,Record cash receipt,115,2026-06-10 12:00:00,2026,6
184536,2026-06-13,2,52293.28,0.0,CashReceipt,CR-2026-006025,CashReceipt,6025,,,Record cash receipt,98,2026-06-13 12:00:00,2026,6
184538,2026-06-12,2,5262.14,0.0,CashReceipt,CR-2026-006026,CashReceipt,6026,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184540,2026-06-11,2,5593.95,0.0,CashReceipt,CR-2026-006027,CashReceipt,6027,,,Record cash receipt,98,2026-06-11 12:00:00,2026,6
184542,2026-06-13,2,5457.61,0.0,CashReceipt,CR-2026-006028,CashReceipt,6028,,,Record cash receipt,115,2026-06-13 12:00:00,2026,6
184544,2026-06-11,2,22956.6,0.0,CashReceipt,CR-2026-006029,CashReceipt,6029,,,Record cash receipt,115,2026-06-11 12:00:00,2026,6
184546,2026-06-06,2,805.73,0.0,CashReceipt,CR-2026-006030,CashReceipt,6030,,,Record cash receipt,98,2026-06-06 12:00:00,2026,6
184548,2026-06-18,2,18536.76,0.0,CashReceipt,CR-2026-006031,CashReceipt,6031,,,Record cash receipt,115,2026-06-18 12:00:00,2026,6
184550,2026-06-16,2,6065.07,0.0,CashReceipt,CR-2026-006032,CashReceipt,6032,,,Record cash receipt,11,2026-06-16 12:00:00,2026,6
184552,2026-06-10,2,2028.32,0.0,CashReceipt,CR-2026-006033,CashReceipt,6033,,,Record cash receipt,98,2026-06-10 12:00:00,2026,6
184554,2026-06-12,2,6259.66,0.0,CashReceipt,CR-2026-006034,CashReceipt,6034,,,Record cash receipt,11,2026-06-12 12:00:00,2026,6
184556,2026-06-06,2,494.73,0.0,CashReceipt,CR-2026-006035,CashReceipt,6035,,,Record cash receipt,115,2026-06-06 12:00:00,2026,6
184558,2026-06-11,2,13014.15,0.0,CashReceipt,CR-2026-006036,CashReceipt,6036,,,Record cash receipt,11,2026-06-11 12:00:00,2026,6
184560,2026-06-12,2,4908.11,0.0,CashReceipt,CR-2026-006037,CashReceipt,6037,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184562,2026-06-13,2,3662.2,0.0,CashReceipt,CR-2026-006038,CashReceipt,6038,,,Record cash receipt,98,2026-06-13 12:00:00,2026,6
184564,2026-06-10,2,6051.87,0.0,CashReceipt,CR-2026-006039,CashReceipt,6039,,,Record cash receipt,11,2026-06-10 12:00:00,2026,6
184566,2026-06-13,2,207.18,0.0,CashReceipt,CR-2026-006040,CashReceipt,6040,,,Record cash receipt,11,2026-06-13 12:00:00,2026,6
184568,2026-06-18,2,4849.98,0.0,CashReceipt,CR-2026-006041,CashReceipt,6041,,,Record cash receipt,98,2026-06-18 12:00:00,2026,6
184570,2026-06-13,2,5749.89,0.0,CashReceipt,CR-2026-006042,CashReceipt,6042,,,Record cash receipt,98,2026-06-13 12:00:00,2026,6
184572,2026-06-11,2,14674.77,0.0,CashReceipt,CR-2026-006043,CashReceipt,6043,,,Record cash receipt,115,2026-06-11 12:00:00,2026,6
184574,2026-06-11,2,4307.93,0.0,CashReceipt,CR-2026-006044,CashReceipt,6044,,,Record cash receipt,98,2026-06-11 12:00:00,2026,6
184576,2026-06-11,2,1603.01,0.0,CashReceipt,CR-2026-006045,CashReceipt,6045,,,Record cash receipt,11,2026-06-11 12:00:00,2026,6
184578,2026-06-19,2,24095.32,0.0,CashReceipt,CR-2026-006046,CashReceipt,6046,,,Record cash receipt,98,2026-06-19 12:00:00,2026,6
184580,2026-06-12,2,29878.62,0.0,CashReceipt,CR-2026-006047,CashReceipt,6047,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184582,2026-06-22,2,34534.94,0.0,CashReceipt,CR-2026-006048,CashReceipt,6048,,,Record cash receipt,115,2026-06-22 12:00:00,2026,6
184584,2026-06-11,2,6871.9,0.0,CashReceipt,CR-2026-006049,CashReceipt,6049,,,Record cash receipt,115,2026-06-11 12:00:00,2026,6
184586,2026-06-10,2,5380.12,0.0,CashReceipt,CR-2026-006050,CashReceipt,6050,,,Record cash receipt,98,2026-06-10 12:00:00,2026,6
184588,2026-06-13,2,3547.37,0.0,CashReceipt,CR-2026-006051,CashReceipt,6051,,,Record cash receipt,11,2026-06-13 12:00:00,2026,6
184590,2026-06-24,2,11834.99,0.0,CashReceipt,CR-2026-006052,CashReceipt,6052,,,Record cash receipt,11,2026-06-24 12:00:00,2026,6
184592,2026-06-10,2,2273.97,0.0,CashReceipt,CR-2026-006053,CashReceipt,6053,,,Record cash receipt,11,2026-06-10 12:00:00,2026,6
184594,2026-06-14,2,17569.92,0.0,CashReceipt,CR-2026-006054,CashReceipt,6054,,,Record cash receipt,98,2026-06-14 12:00:00,2026,6
184596,2026-06-10,2,88473.33,0.0,CashReceipt,CR-2026-006055,CashReceipt,6055,,,Record cash receipt,11,2026-06-10 12:00:00,2026,6
184598,2026-06-20,2,8103.92,0.0,CashReceipt,CR-2026-006056,CashReceipt,6056,,,Record cash receipt,115,2026-06-20 12:00:00,2026,6
184600,2026-06-12,2,22802.58,0.0,CashReceipt,CR-2026-006057,CashReceipt,6057,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184602,2026-06-09,2,34988.04,0.0,CashReceipt,CR-2026-006058,CashReceipt,6058,,,Record cash receipt,11,2026-06-09 12:00:00,2026,6
184604,2026-06-12,2,5998.75,0.0,CashReceipt,CR-2026-006059,CashReceipt,6059,,,Record cash receipt,98,2026-06-12 12:00:00,2026,6
184606,2026-06-10,2,7998.13,0.0,CashReceipt,CR-2026-006060,CashReceipt,6060,,,Record cash receipt,98,2026-06-10 12:00:00,2026,6
184608,2026-06-10,2,55222.53,0.0,CashReceipt,CR-2026-006061,CashReceipt,6061,,,Record cash receipt,11,2026-06-10 12:00:00,2026,6
184610,2026-06-11,2,1277.04,0.0,CashReceipt,CR-2026-006062,CashReceipt,6062,,,Record cash receipt,98,2026-06-11 12:00:00,2026,6
184612,2026-06-04,2,157.67,0.0,CashReceipt,CR-2026-006063,CashReceipt,6063,,,Record cash receipt,115,2026-06-04 12:00:00,2026,6
184614,2026-06-20,2,12530.55,0.0,CashReceipt,CR-2026-006064,CashReceipt,6064,,,Record cash receipt,98,2026-06-20 12:00:00,2026,6
184616,2026-06-19,2,5281.87,0.0,CashReceipt,CR-2026-006065,CashReceipt,6065,,,Record cash receipt,115,2026-06-19 12:00:00,2026,6
184618,2026-06-10,2,15323.03,0.0,CashReceipt,CR-2026-006066,CashReceipt,6066,,,Record cash receipt,11,2026-06-10 12:00:00,2026,6
184620,2026-06-14,2,2480.17,0.0,CashReceipt,CR-2026-006067,CashReceipt,6067,,,Record cash receipt,11,2026-06-14 12:00:00,2026,6
184622,2026-06-06,2,768.13,0.0,CashReceipt,CR-2026-006068,CashReceipt,6068,,,Record cash receipt,115,2026-06-06 12:00:00,2026,6
184624,2026-06-16,2,8728.92,0.0,CashReceipt,CR-2026-006069,CashReceipt,6069,,,Record cash receipt,115,2026-06-16 12:00:00,2026,6
184626,2026-06-14,2,562.7,0.0,CashReceipt,CR-2026-006070,CashReceipt,6070,,,Record cash receipt,11,2026-06-14 12:00:00,2026,6
184628,2026-06-13,2,5236.61,0.0,CashReceipt,CR-2026-006071,CashReceipt,6071,,,Record cash receipt,98,2026-06-13 12:00:00,2026,6
184630,2026-06-13,2,36958.0,0.0,CashReceipt,CR-2026-006072,CashReceipt,6072,,,Record cash receipt,98,2026-06-13 12:00:00,2026,6
184632,2026-06-13,2,4456.83,0.0,CashReceipt,CR-2026-006073,CashReceipt,6073,,,Record cash receipt,115,2026-06-13 12:00:00,2026,6
184634,2026-06-16,2,5467.21,0.0,CashReceipt,CR-2026-006074,CashReceipt,6074,,,Record cash receipt,98,2026-06-16 12:00:00,2026,6
184636,2026-06-16,2,7250.9,0.0,CashReceipt,CR-2026-006075,CashReceipt,6075,,,Record cash receipt,98,2026-06-16 12:00:00,2026,6
184638,2026-06-10,2,24610.69,0.0,CashReceipt,CR-2026-006076,CashReceipt,6076,,,Record cash receipt,98,2026-06-10 12:00:00,2026,6
184640,2026-06-06,2,168.2,0.0,CashReceipt,CR-2026-006077,CashReceipt,6077,,,Record cash receipt,98,2026-06-06 12:00:00,2026,6
184642,2026-06-11,2,15724.15,0.0,CashReceipt,CR-2026-006078,CashReceipt,6078,,,Record cash receipt,98,2026-06-11 12:00:00,2026,6
184644,2026-06-14,2,20773.3,0.0,CashReceipt,CR-2026-006079,CashReceipt,6079,,,Record cash receipt,115,2026-06-14 12:00:00,2026,6
184646,2026-06-11,2,39622.04,0.0,CashReceipt,CR-2026-006080,CashReceipt,6080,,,Record cash receipt,98,2026-06-11 12:00:00,2026,6
184648,2026-06-14,2,10451.88,0.0,CashReceipt,CR-2026-006081,CashReceipt,6081,,,Record cash receipt,11,2026-06-14 12:00:00,2026,6
184650,2026-06-06,2,0.61,0.0,CashReceipt,CR-2026-006082,CashReceipt,6082,,,Record cash receipt,98,2026-06-06 12:00:00,2026,6
